message|english_message|label|toxicity|severe_toxicity
Una pregunta, después de los múltiples asesinatos cometidos a navajazos y machetazos, las violaciones y las agresiones, como la del policía de Zaragoza y robos, ¿podemos decir que los magrebíes son profundamente racistas con los españoles o solo somos racistas nosotros?|One question, after the multiple murders committed with knives and machetes, the rapes and attacks, such as that of the Zaragoza police officer and robberies, can we say that the North Africans are deeply racist towards the Spanish or are we just racists?||0.7312279|0.7504591
#LevantandoEspañaConVox #LevantandoEspaña #TeamVox #StopIslamización Un periodista CATALÁN llama NAZ1 a VOX y GARRIGA le da un REPASO HISTÓRI... a través de @YouTube|#LevantandoEspañaConVox #LevantandoEspaña #TeamVox #StopIslamización A CATALAN journalist calls VOX NAZ1 and GARRIGA gives him a HISTORICAL REVIEW through @YouTube||0.3100549|0.3039941
@hermanntertsch @elespanolcom Lo que se cuenta en esta noticia es terrible. No sólo abusos sexuales, también un cúmulo de delitos de todos los responsables del centro, de los falsos menas y de todo el que pasaba allí.|@hermanntertsch @elespanolcom What is told in this news is terrible. Not only sexual abuse, but also an accumulation of crimes committed by all those responsible for the center, the false ores and everyone who passed there.||0.40563026|0.3039941
El Gobierno y el PP nacional plantan a las víctimas del terrorismo en el 40 aniversario de su asociación|The Government and the national PP plant the victims of terrorism on the 40th anniversary of their association||0.13575241|0.071264654
"@adryR49109310 @MaraJos19539414 @Santi_ABASCAL No se equivoqué, Smith el boina ""Rosa"" Odiando los gays, Olona, las menas, Monasterio pestes de lo inmigrantes del color que sean, Abascal el de polipiel, solo cazar y todos, España en blanco y negro!! Los españoles no queremos eso!!"|"@adryR49109310 @MaraJos19539414 @Santi_ABASCAL I wasn't wrong, Smith the ""Rosa"" beret Hating gays, Olona, ​​the ores, Monasterio plagues immigrants of any color, Abascal the leatherette, just hunting and all, Spain in black and white !! The Spanish do not want that!"||0.81240785|0.8820656
@portilla_montse Ah sí y también me dijeron que el Capitalismo y el Socialismo son inventos judíos para controlar todo, y que lo único que se opone a esto es el Nacional Socialismo, que si nos va llevar al paraíso. 😂🤡|@portilla_montse Oh yes, and they also told me that Capitalism and Socialism are Jewish inventions to control everything, and that the only thing that opposes this is National Socialism, which is going to take us to paradise. 😂🤡||0.46740773|0.42863137
@irene_menas Dan ganas de meterse en el agua.😍|@irene_menas They make you want to get in the water.😍||0.2077079|0.3039941
👮🏻‍♂️ Arrestan a dos magrebíes en Alguazas (Murcia) tras cometer casi una veintena de robos con gran violencia en viviendas #Murcia #Policía #Inmigración|👮🏻‍♂️ Two North Africans are arrested in Alguazas (Murcia) after committing almost twenty robberies with great violence in homes #Murcia #Police #Immigration||0.43527797|0.52878207
Ortega Smith: «La violencia tiene una causa directa con la entrada masiva de inmigración ilegal»|"Ortega Smith: ""The violence has a direct cause with the massive entry of illegal immigration"""||0.19189163|0.20246385
📌Tienen bien aprendida la lección 👇 LOS ESPAÑOLES SON TONTOS y nos mantienen. ☝️Una muestra más de que vienen a integrarse🤬 🚙Mercedes de paguita o de droguita? 🤔 #LaÑEstáEnPeligro|📌 They have learned the lesson well 👇 THE SPANISH ARE FOOLS and they keep us. ☝️One more example that they are coming to integrate🤬 🚙Mercedes for money or drugs? 🤔 #LaÑEstaEnPerigro||0.8809809|0.83635616
@eva_sefue @gonza_loco21 Pues siguen en barracones, muertos de asco con cero ayudas y viendo como los inmigrantes ilegales están de puta madre #AscoDeGobierno #Soloquedavox|@eva_sefue @gonza_loco21 Well, they're still in the barracks, dead of disgust with zero aid and seeing how the illegal immigrants are fucking crazy #AscoDeGovernment #Soloquedavox||0.88502526|0.9334988
@ElHuffPost ¿Para cuándo una información sin sesgo y veraz? Hasta entonces, sugiero que informen de las agresiones diarias, violaciones en manada, robos etc..a los españoles (de toda condición) por parte de los Menas. Gracias!|@ElHuffPost For when will unbiased and truthful information? Until then, I suggest that you report the daily assaults, gang rapes, robberies, etc. on Spaniards (of all walks of life) by the Menas. Thanks!||0.5711589|0.6572104
@vox_es @Jorgebuxade Ahora solo queda devolver a los menas a su país. Son responsabilidad de sus familias y del gobierno de Marruecos, no de los españoles. Se acabó la tomadura de pelo, fuera pagas y subvenciones, los españoles no estamos para mantener a los hijos de los marroquíes.|@vox_es @Jorgebuxade Now all that remains is to return the ores to their country. They are the responsibility of their families and the Moroccan government, not the Spaniards. The teasing is over, without payments and subsidies, we Spaniards are not here to support the children of Moroccans.||0.47852644|0.35196272
@BeatrizValenzu2 @PeterlouisMR @example_1000 Esa es la parte triste no pagarán por el delito que han cometido #ArribaVOXvenceremos #VoxExtremaNecesidad #SiguemeYTeSigoVOX|@BeatrizValenzu2 @PeterlouisMR @example_1000 That's the sad part, they will not pay for the crime they have committed #ArribaVOXvenceremos #VoxExtremaNecesidad #SiguemeYTeSigoVOX||0.13503361|0.14560317
2 A.M escuchando LOS MOROS. Alguien que me mate|2 A.M listening to LOS MOROS. someone kill me||0.5920564|0.7271786
@Txaro29871396 @Puri10088084 @jjaviervazquez Poruqe no hablan de la violación a la niña de 17años de Vizcaya? Poruqe la han violado una manada de magrebíes?? Se está criminalizando al hombre nativo, ese es el camino|@Txaro29871396 @Puri10088084 @jjaviervazquez Why don't they talk about the rape of the 17-year-old girl from Vizcaya? Why have a pack of North Africans raped her? The native man is being criminalized, that's the way||0.6155114|0.6897892
Es evidente que la izquierda es parte de ETA y ETA está en la Izquierda ya no disimulan creen que los Españoles olvidamos y nos da igual. Están equivocados y la izquierda primero desaparecerán y luego serán ilegales como @EJBildu enemigo #EsHoraDeVox #TeamVox #LevantandoEspaña|It is evident that the left is part of ETA and ETA is on the Left. They no longer hide their belief that we Spaniards forget and we don't care. They are wrong and the left will first disappear and then be illegal as an enemy @EJBildu #EsHoraDeVox #TeamVox #LevantandoEspaña||0.26942244|0.20625275
@CelebiCeleste Odio el de la panda de magrebìes ue dan la.paliza a uno en Tarrasa.|@CelebiCeleste I hate the one about the gang of North Africans who beat up someone in Tarrasa.||0.80948824|0.8820656
@gardenia073 Y esa gente se inyectaron marihuana alguna vez en su vida? Se ven bien jodios|@gardenia073 And did those people ever inject marijuana in their lives? they look damn good||0.80907357|0.53063244
@rod22daiz @Mark74274260 @Ramon_AlvarezMM Madrid Ciudad racista donde pegan gays negros moros y noruegos|@rod22daiz @Mark74274260 @Ramon_AlvarezMM Madrid Racist city where black, Moorish and Norwegian gays beat up||0.92435396|0.95087004
@sanchezcastejon Centro de menores de Hortaleza, 50 magrebíes, 52 subsaharianos y 5 españoles. Pues si hablamos de las cárceles españolas ya ni te cuento. Esa es la recuperación, mantener delincuentes extranjeros|@sanchezcastejon Center for minors in Hortaleza, 50 North Africans, 52 Sub-Saharans and 5 Spaniards. Well, if we talk about Spanish prisons, I won't even tell you. That's recovery, keep foreign criminals||0.647139|0.53063244
@vox_es Claro, como parte de futuros VOTANTES del PSOE y PODEMOS...COLECTIVOS de DROGADICTOS ADOCTRINADOS CRIMINALES CASTROCHAVISTAS, OKUPAS, MENAS E INMIGRANTES ILEGALES QUE TRAEN Y ALOJAN POR TODA ESPAÑA..Y, que corren a darles nacionalidad, para que puedan votar, adivinen por quien?|@vox_es Of course, as part of future VOTERS of the PSOE and PODEMOS...COLLECTIVES of INDOCTRINATED DRUG ADDICT CRIMINAL CASTROCHAVISTS, SQUATTERS, MINOR AND ILLEGAL IMMIGRANTS WHO BRING AND LODGE THROUGHOUT SPAIN...AND, who run to give them nationality, so they can vote , guess by whom?||0.81103027|0.7353065
Lo que #Iquique necesita, son turista que traigan dinero y desarrollo. No necesitamos inmigrantes Ilegales que sólo traen pobreza, delincuencia, asesinatos, violaciones y suciedad. Exijimos su pronta expulsión|What #Iquique needs are tourists who bring money and development. We don't need Illegal Immigrants who only bring poverty, crime, murder, rape and filth. We demand their prompt expulsion||0.66870046|0.8142734
@LaGacetaSA Para cuando un especial sobre inmigración ilegales que viola a niñas españolas, Magrebíes marroquíes y subsaharianos, bandas latinas y sinverguezas varios que roban, trafican, okupan y delinquen por toda la geografía española y europea. Lo tienes fácil, sólo tienes que mirar.|@LaGacetaSA For when a special about illegal immigration that rapes Spanish girls, Moroccan and sub-Saharan North Africans, Latino gangs and various scoundrels who steal, traffic, squat and commit crimes throughout the Spanish and European geography. You have it easy, you just have to look.||0.8356119|0.8661005
@hermanntertsch Canarias exporta menas e ilegales. Ada no los quiere más|@hermanntertsch Canarias exports ores and illegals. Ada doesn't want them anymore||0.54391587|0.62573856
@MoiraAisa @HELIODOPTERO Maldita CORRUPCIÓN tan hp que tiene nuestro hermoso PAÍS, con la catástrofe de hace 4 años, Colombia recibió varios MILLONES DE DÓLARES por China, Emiratos Árabes y otros países para ayudar MOCOA, entonces que hicieron esa plata para así haber prevenido otra cosa igual.|@MoiraAisa @HELIODOPTERO Damn CORRUPTION so much hp that our beautiful COUNTRY has, with the catastrophe 4 years ago, Colombia received several MILLION DOLLARS from China, the United Arab Emirates and other countries to help MOCOA, so they made that money to have prevented another same thing.||0.75971425|0.8142734
Ecoembes, entidad sin ánimo de lucro, acusada de inflar la cantidad de envases que recicla|Ecoembes, a non-profit entity, accused of inflating the amount of packaging it recycles||0.102434434|0.03895548
Seguro Perú va a poner ene de su parte con el doble de inmigrantes que nosotros. Para qué hablar de la súper motivada policia boliviana.|Surely Peru is going to do its part with twice as many immigrants as we do. Why talk about the super motivated Bolivian police.||0.12510656|0.07210682
@GabrielSinMas @aljoroco4 @vox_es Porque España conquistó América, pero nosotros incluso nuestra matemática procede de musulmanes, así como gran parte de el conocimiento de occidente|@GabrielSinMas @aljoroco4 @vox_es Because Spain conquered America, but we even our math comes from Muslims, as well as much of the knowledge of the West||0.24683326|0.22253671
@liberumibero @VinnieMcfly @MLopezSanMartin No bueno. Limosneros y gitanos pero dignos. 🤣|@liberumibero @VinnieMcfly @MLopezSanMartin Not good. Almoners and gypsies but worthy. 🤣||0.66870046|0.80919814
@MasMadridCM En vez de enfocarae en el problema atacan a Madrid. Todos los detenidos son magrebies y dominicanos. Los que la izquierda trae en masa y protege mientras les dan una paguita. 🤮|@MasMadridCM Instead of focusing on the problem, they attack Madrid. All the detainees are North Africans and Dominicans. Those that the left brings en masse and protects while they give them a little payment. 🤮||0.66870046|0.73219585
@Panda234uwu mi papa se cayo de las escaleras, esta empezando a convulsionar y están entrando unos árabes en mi casa|@Panda234uwu my dad fell down the stairs, he is starting to convulse and some Arabs are entering my house||0.24138589|0.3039941
Gente, no os paseis con la sidrq antes De las camoanadas, yo ya ando con dolor De cabeza XD. feliz ano a todos Los Latinos que ya esteis en 2022|People, don't spend time with the sidrq before the camoanadas, I already have a headache XD. happy new year to all Latinos who are already in 2022||0.5772601|0.70190024
@LaEtxeberrinche @GitFeministas @gitanos_org @fakaligitanas @romiasociacion @Kamirafed @FAGIC1 @gitanos_org_MA @gazkalo Lo peor ya no es solo lo que dice si no como lo dice.|@LaEtxeberrinche @GitFeministas @gitanos_org @fakaligitanas @romiasociacion @Kamirafed @FAGIC1 @gitanos_org_MA @gazkalo The worst is not only what he says but how he says it.||0.5772601|0.6572104
Escuchar decir a Emilio “ HOLA TODES “ me dice que estamos muy jodios como sociedad 📉📉|"Listening to Emilio say ""HELLO EVERYONE"" tells me that we are very screwed as a society 📉📉"||0.64408785|0.35129046
@JavierVillamor Pues ya he visto a muchos musulmanes por aquí que los defienden.|@JavierVillamor Well, I have already seen many Muslims around here who defend them.||0.350558|0.28196722
¡Hola @SaludMadrid! Tenemos a una persona que ha estado en contacto #DIRECTO con un positivo 🔴 CONFIRMADO de #COVID19 y no consigue que le hagan el PCR. ¿Esto es normal? Gracias. Cc @sanidadgob|Hello @SaludMadrid! We have a person who has been in #DIRECT contact with a positive 🔴 CONFIRMED of #COVID19 and can't get the PCR done. This is normal? Thanks. Cc @sanidadgob||0.059126627|0.040843397
"YouTube () El otro Biden: en 2006 votó ""por 700 millas de muro"" y criticaba la inmigración ilegal En 2006 Joe Biden criticaba a los inmigrantes ilegales y pedía reforzar el muro"|"YouTube () The other Biden: in 2006 he voted ""for 700 miles of wall"" and criticized illegal immigration In 2006 Joe Biden criticized illegal immigrants and asked to reinforce the wall"||0.11664555|0.07210682
@irene_menas San Abundio fue el cuarto obispo de la ciudad italiana de Como, sucediendo a San Amancio, que también las liaba...|@irene_menas San Abundio was the fourth bishop of the Italian city of Como, succeeding San Amancio, who also messed things up...||0.14196455|0.078046694
La última de Marlaska: no tolera que se hable de menas «fugados» sino de «desaparecidos»|"The latest from Marlaska: he does not tolerate talk of ""escaped"" ores but of ""disappeared"""||0.19189163|0.15928698
Es un chico de una familia muy conocida de Valencia. 16 años, un tiarrón de 1,90 que nada pudo hacer contra un grupo de MENAS delincuentes. Esperaron a que se separase de sus amigos para atacarle por la espalda. Le robaron y se ensañaron con él en el suelo destrozándole la cara.|He is a boy from a well-known family in Valencia. 16 years old, a 1.90 m tall man who could do nothing against a group of LESS criminals. They waited for him to separate from his friends to attack him from behind. They robbed him and made a mess of him on the ground, destroying his face.||0.66870046|0.63794065
@islamenmurcia @VivirSinRacismo @CONGDRMurcia @pacoviudes @GinesRuizMacia @mgfigal @Llampico @Ballesta_Murcia @SerranoJAntonio @antelini @VicepresidenRM Vaya por delante mi condena pero ....ellos condenan las agresiones en manada de magrebíes ?|@islamenmurcia @VivirSinRacismo @CONGDRMurcia @pacoviudes @GinesRuizMacia @mgfigal @Llampico @Ballesta_Murcia @SerranoJAntonio @antelini @VicepresidenRM Go ahead with my conviction but .... do they condemn the aggressions in herd of North Africans?||0.45844093|0.40287685
@occidcomitatus Me puse a leer sobre él, y si bien el cartaginés me sigue pareciendo superior en cuanto a cruce por pasos montañosos respecta, el romano no deja de ser notable. Eso si, como quedaron él y los persas le dejó camino libre a los árabes de manera que ninguno de los 2 esperaba jajaja|@occidcomitatus I started reading about it, and although the Carthaginian still seems superior to me when it comes to crossing mountain passes, the Roman is still remarkable. That if, as he and the Persians were, he left the Arabs free way in a way that neither of the 2 expected hahaha||0.13535815|0.123239905
@OtraPendeja Salen esos panchitos, pizzas, picadas, choris, snacks, gaseosas y demás. Todo sin etiquetado así termina de enloquecer.|@OtraPendeja Those panchitos, pizzas, snacks, choris, snacks, soft drinks and others come out. Everything without labeling like this ends up going crazy.||0.29186022|0.3039941
@yag6mi @denjikiut @drak69n nos cambio por alguno d sus inmigrantes seguro|@yag6mi @denjikiut @drak69n he exchanged us for one of his immigrants for sure||0.18315718|0.17936194
@desdelamoncloa @sanchezcastejon @Defensagob @MAECgob @inclusiongob Les recuerdo q ustedes y @PODEMOS nos llenaron nuestros barrios d bandas d delincuentes, magrebies q entraron ilegalmente por Canarias, Ceuta y Andalucia. Las mafias okupas q uds protegen invaden nuestra propiedad, y los propietarios nos quedamos en la calle. Esto q es lo q es.👇|@desdelamoncloa @sanchezcastejon @Defensagob @MAECgob @inclusiongob I remind you that you and @PODEMOS filled our neighborhoods with gangs of criminals, North Africans who entered illegally through the Canary Islands, Ceuta and Andalusia. The squatting mafias that you protect invade our property, and the owners stay on the street. This is what it is.👇||0.539053|0.51790094
